DT,WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
2025-10-01,40,Guwahati,CX,674,1,0.15%
2025-10-01,40,Coimbatore,WH,3646,7,0.19%
2025-10-01,40,Noida 1,Sourcing,5171,22,0.43%
2025-10-01,40,Ahmedabad,Pod,3872,42,1.08%
2025-10-01,40,Chennai,WH,27050,63,0.23%
2025-10-01,40,Hyderabad,WH,34238,101,0.30%
2025-10-01,40,Hyderabad,Sourcing,34238,50,0.15%
2025-10-01,40,Udaipur,Sourcing,348,1,0.29%
2025-10-01,40,Guntur,Sourcing,1028,1,0.10%
2025-10-01,40,Thrissur,Pod,2222,2,0.09%
2025-10-01,40,Mumbai,Sourcing,39599,105,0.27%
2025-10-01,40,Vijayawada,WH,1877,5,0.27%
2025-10-01,40,Central Goa,WH,3902,6,0.15%
2025-10-01,40,Rajkot,Pod,343,2,0.58%
2025-10-01,40,Amritsar,WH,147,1,0.68%
2025-10-01,40,Gurgaon,Sourcing,8206,37,0.45%
2025-10-01,40,Thiruvananthapuram,CX,5174,1,0.02%
2025-10-01,40,Rohtak,Pod,145,2,1.38%
2025-10-01,40,Thiruvallur,Pod,167,4,2.40%
2025-10-01,40,Indore,Pod,1503,15,1.00%
2025-10-01,40,Karaikkudi,CX,148,1,0.68%
2025-10-01,40,Chandigarh,WH,3258,8,0.25%
2025-10-01,40,Mysore,Pod,2282,4,0.18%
2025-10-01,40,Nashik,WH,716,2,0.28%
2025-10-01,40,Anand,WH,33,1,3.03%
2025-10-01,40,Shivamogga,Sourcing,273,1,0.37%
2025-10-01,40,Thiruvananthapuram,Pod,5174,14,0.27%
2025-10-01,40,Jabalpur,CX,115,1,0.87%
2025-10-01,40,Hyderabad,Pod,34238,412,1.20%
2025-10-01,40,Vadodara,Pod,1093,5,0.46%
2025-10-01,40,Coimbatore,Sourcing,3646,6,0.16%
2025-10-01,40,Vizag,Sourcing,2632,10,0.38%
2025-10-01,40,Rohtak,Sourcing,145,1,0.69%
2025-10-01,40,Aligarh,Sourcing,346,1,0.29%
2025-10-01,40,Coimbatore,Pod,3646,21,0.58%
2025-10-01,40,Bhilai,Pod,31,1,3.23%
2025-10-01,40,Trichy,Pod,944,6,0.64%
2025-10-01,40,Pune,Sourcing,16311,57,0.35%
2025-10-01,40,Bhubaneswar,Pod,2916,18,0.62%
2025-10-01,40,Kanchipuram,WH,282,2,0.71%
2025-10-01,40,Tirupur,Pod,430,2,0.47%
2025-10-01,40,Bangalore,Pod,68452,488,0.71%
2025-10-01,40,Delhi,Sourcing,11881,47,0.40%
2025-10-01,40,Thiruvananthapuram,WH,5174,3,0.06%
2025-10-01,40,Shivamogga,WH,273,1,0.37%
2025-10-01,40,Pune,CX,16311,86,0.53%
2025-10-02,40,Hyderabad,Pod,36252,350,0.97%
2025-10-02,40,Shivamogga,Sourcing,260,2,0.77%
2025-10-02,40,Ahmednagar,Sourcing,68,1,1.47%
2025-10-02,40,Noida 1,WH,6990,11,0.16%
2025-10-02,40,Ahmedabad,Pod,4027,36,0.89%
2025-10-02,40,Kakinada,Sourcing,402,1,0.25%
2025-10-02,40,Karnal,Sourcing,104,1,0.96%
2025-10-02,40,Thrissur,Pod,2108,3,0.14%
2025-10-02,40,Ujjain,Sourcing,122,1,0.82%
2025-10-02,40,Chandigarh,WH,4248,3,0.07%
2025-10-02,40,Dehradun,Pod,750,2,0.27%
2025-10-02,40,Thiruvallur,Pod,179,1,0.56%
2025-10-02,40,Hyderabad,CX,36252,131,0.36%
2025-10-02,40,Lonavla,CX,47,1,2.13%
2025-10-02,40,Madurai,Sourcing,927,1,0.11%
2025-10-02,40,Shivamogga,Pod,260,2,0.77%
2025-10-02,40,Coimbatore,CX,3404,2,0.06%
2025-10-02,40,Madurai,Pod,927,7,0.76%
2025-10-02,40,Kota,Pod,241,1,0.41%
2025-10-02,40,Patna,Pod,831,10,1.20%
2025-10-02,40,Bangalore,WH,66154,183,0.28%
2025-10-02,40,Mumbai,WH,46595,179,0.38%
2025-10-02,40,Mumbai,CX,46595,176,0.38%
2025-10-02,40,Salem,Pod,757,2,0.26%
2025-10-02,40,Anantapur,Pod,192,1,0.52%
2025-10-02,40,Indore,CX,1432,1,0.07%
2025-10-02,40,Mysore,WH,2059,2,0.10%
2025-10-02,40,Ludhiana,WH,437,1,0.23%
2025-10-02,40,Bhubaneswar,Pod,2988,14,0.47%
2025-10-02,40,Delhi,Pod,17230,103,0.60%
2025-10-02,40,Manipal,Pod,797,2,0.25%
2025-10-02,40,Jalandhar,CX,67,1,1.49%
2025-10-02,40,Kottayam,Sourcing,482,1,0.21%
2025-10-02,40,Vizianagaram,Pod,176,1,0.57%
2025-10-02,40,Mysore,Pod,2059,4,0.19%
2025-10-02,40,Ludhiana,Pod,437,2,0.46%
2025-10-02,40,Pondicherry,Pod,1280,7,0.55%
2025-10-02,40,Thrissur,Sourcing,2108,1,0.05%
2025-10-02,40,Guwahati,Sourcing,714,3,0.42%
2025-10-02,40,Thoothukudi,Sourcing,409,1,0.24%
2025-10-02,40,Nagpur,Pod,922,3,0.33%
2025-10-02,40,Bangalore,CX,66154,134,0.20%
2025-10-02,40,Mangaluru,WH,2004,1,0.05%
2025-10-02,40,Nashik,CX,800,3,0.38%
2025-10-02,40,Warangal,WH,949,3,0.32%
2025-10-02,40,Ludhiana,Sourcing,437,3,0.69%
2025-10-02,40,Warangal,Pod,949,5,0.53%
2025-10-02,40,Coimbatore,Pod,3404,14,0.41%
2025-10-02,40,Guntur,Sourcing,1042,4,0.38%
2025-10-02,40,Raipur,CX,219,2,0.91%
2025-10-02,40,Trichy,Sourcing,842,1,0.12%
2025-10-02,40,Vijayawada,Sourcing,1965,3,0.15%
2025-10-02,40,Mangaluru,Pod,2004,4,0.20%
2025-10-02,40,Kanpur,Sourcing,156,1,0.64%
2025-10-02,40,Vadodara,Sourcing,1276,6,0.47%
2025-10-02,40,Noida,CX,3108,6,0.19%
2025-10-02,40,Chennai,WH,24282,41,0.17%
2025-10-02,40,Kurnool,Sourcing,506,2,0.40%
2025-10-02,40,Pondicherry,CX,1280,2,0.16%
2025-10-02,40,Vijayawada,WH,1965,1,0.05%
2025-10-02,40,Rajkot,Sourcing,366,1,0.27%
2025-10-02,40,Kochi,Sourcing,9419,12,0.13%
2025-10-02,40,Nashik,WH,800,1,0.13%
2025-10-02,40,Aurangabad,Pod,337,1,0.30%
2025-10-02,40,Thiruvallur,Sourcing,179,1,0.56%
2025-10-02,40,Siliguri,Pod,299,3,1.00%
2025-10-02,40,Manipal,CX,797,2,0.25%
2025-10-02,40,Sri Ganganagar,WH,104,1,0.96%
2025-10-02,40,Siliguri,Sourcing,299,2,0.67%
2025-10-02,40,Tirupur,WH,462,1,0.22%
2025-10-02,40,Bangalore,Sourcing,66154,168,0.25%
2025-10-02,40,Warangal,CX,949,2,0.21%
2025-10-02,40,Kakinada,Pod,402,2,0.50%
2025-10-02,40,Silchar,Pod,69,1,1.45%
2025-10-02,40,Jaipur,CX,1863,11,0.59%
2025-10-02,40,Kanchipuram,Pod,245,2,0.82%
2025-10-02,40,Lucknow,Sourcing,1318,6,0.46%
2025-10-02,40,Vizag,Sourcing,2720,7,0.26%
2025-10-02,40,Jalandhar,Pod,67,1,1.49%
2025-10-02,40,Silchar,WH,69,1,1.45%
2025-10-02,40,Jabalpur,Pod,90,1,1.11%
2025-10-02,40,Mathura,Pod,73,2,2.74%
2025-10-02,40,Chandigarh,Sourcing,4248,15,0.35%
2025-10-02,40,Central Goa,WH,4393,3,0.07%
2025-10-02,40,Nagpur,CX,922,6,0.65%
2025-10-02,40,Lucknow,WH,1318,1,0.08%
2025-10-02,40,Ajmer,Sourcing,66,1,1.52%
2025-10-02,40,Karimnagar,CX,406,1,0.25%
2025-10-02,40,Kozhikode,CX,1461,1,0.07%
2025-10-02,40,Kochi,CX,9419,9,0.10%
2025-10-02,40,Central Goa,Sourcing,4393,6,0.14%
2025-10-02,40,Noida 1,CX,6990,19,0.27%
2025-10-02,40,Rajahmundry,Pod,379,1,0.26%
2025-10-02,40,Chennai,CX,24282,44,0.18%
2025-10-02,40,Ahmedabad,Sourcing,4027,8,0.20%
2025-10-02,40,Tirupati,WH,1201,1,0.08%
2025-10-02,40,Khammam,Sourcing,610,1,0.16%
2025-10-02,40,Ahmedabad,WH,4027,4,0.10%
2025-10-02,40,Ujjain,CX,122,1,0.82%
2025-10-02,40,Bangalore,,66154,2,0.00%
2025-10-02,40,Coimbatore,Sourcing,3404,6,0.18%
2025-10-02,40,Patiala,Sourcing,201,2,1.00%
2025-10-02,40,Pune,Pod,20074,163,0.81%
2025-10-02,40,Guwahati,Pod,714,9,1.26%
2025-10-02,40,Delhi,WH,17230,35,0.20%
2025-10-02,40,Pune,WH,20074,46,0.23%
2025-10-02,40,Mysore,Sourcing,2059,6,0.29%
2025-10-02,40,Varanasi,Pod,485,4,0.82%
2025-10-02,40,Meerut,CX,182,1,0.55%
2025-10-02,40,Vizianagaram,Sourcing,176,1,0.57%
2025-10-02,40,Kolhapur,Pod,205,1,0.49%
2025-10-02,40,Bhubaneswar,Sourcing,2988,5,0.17%
2025-10-02,40,Thiruvananthapuram,Sourcing,4369,2,0.05%
2025-10-02,40,Raipur,WH,219,4,1.83%
2025-10-02,40,Guwahati,CX,714,3,0.42%
2025-10-02,40,Central Goa,Pod,4393,21,0.48%
2025-10-02,40,Hyderabad,WH,36252,101,0.28%
2025-10-02,40,Tirunelveli,Pod,403,1,0.25%
2025-10-02,40,Rohtak,Pod,175,4,2.29%
2025-10-02,40,Varanasi,CX,485,3,0.62%
2025-10-02,40,Jhansi,Pod,25,2,8.00%
2025-10-02,40,Nanded,WH,24,1,4.17%
2025-10-02,40,Dehradun,WH,750,1,0.13%
2025-10-02,40,Kolkata,Sourcing,8884,18,0.20%
2025-10-02,40,Amravati,Pod,94,1,1.06%
2025-10-02,40,Trichy,Pod,842,1,0.12%
2025-10-02,40,Vadodara,Pod,1276,7,0.55%
2025-10-02,40,Panipat,Pod,147,1,0.68%
2025-10-02,40,Amravati,CX,94,1,1.06%
2025-10-02,40,Delhi,Sourcing,17230,54,0.31%
2025-10-02,40,Karimnagar,WH,406,1,0.25%
2025-10-02,40,Vadodara,CX,1276,2,0.16%
2025-10-02,40,Mumbai,Sourcing,46595,168,0.36%
2025-10-02,40,Central Goa,CX,4393,7,0.16%
