DT,WEEK,CITY,SPOC,ORDERS_TOTAL,IGCC,inc_%
2026-07-10,28,Meerut,Pod,1064,13,1.22%
2026-07-10,28,Kolkata,WH,13461,7,0.05%
2026-07-10,28,Salem,CX,1126,4,0.36%
2026-07-10,28,Kolhapur,Pod,382,6,1.57%
2026-07-10,28,Udaipur,Pod,888,17,1.91%
2026-07-10,28,Mysore,Sourcing,2725,8,0.29%
2026-07-10,28,Nellore,Pod,1010,14,1.39%
2026-07-10,28,Ludhiana,CX,1629,5,0.31%
2026-07-10,28,Pondicherry,CX,1522,2,0.13%
2026-07-10,28,Allahabad,CX,384,3,0.78%
2026-07-10,28,Kolhapur,Sourcing,382,1,0.26%
2026-07-10,28,Bathinda,Pod,207,1,0.48%
2026-07-10,28,Kozhikode,CX,2008,1,0.05%
2026-07-10,28,Siliguri,CX,751,1,0.13%
2026-07-10,28,Mathura,Sourcing,307,2,0.65%
2026-07-10,28,Khammam,Sourcing,732,1,0.14%
2026-07-10,28,Karaikkudi,CX,369,3,0.81%
2026-07-10,28,Vadodara,Sourcing,1403,1,0.07%
2026-07-10,28,Ongole,Sourcing,345,1,0.29%
2026-07-10,28,Kottayam,CX,834,3,0.36%
2026-07-10,28,Dehradun,Sourcing,1755,8,0.46%
2026-07-10,28,Warangal,WH,1318,1,0.08%
2026-07-10,28,Anantapur,CX,643,1,0.16%
2026-07-10,28,Ranchi,Pod,1357,9,0.66%
2026-07-10,28,Ujjain,Pod,369,5,1.36%
2026-07-10,28,Jabalpur,WH,536,1,0.19%
2026-07-10,28,Rohtak,CX,502,3,0.60%
2026-07-10,28,Dehradun,Pod,1755,19,1.08%
2026-07-10,28,Karaikkudi,Pod,369,1,0.27%
2026-07-10,28,Kozhikode,Pod,2008,5,0.25%
2026-07-10,28,Bhubaneswar,WH,5200,1,0.02%
2026-07-10,28,Guntur,WH,1597,3,0.19%
2026-07-10,28,Noida,CX,3923,23,0.59%
2026-07-10,28,Nagpur,Sourcing,1512,6,0.40%
2026-07-10,28,Davanagere,Pod,237,2,0.84%
2026-07-10,28,Patna,CX,3578,12,0.34%
2026-07-10,28,Warangal,Sourcing,1318,3,0.23%
2026-07-10,28,Kottayam,WH,834,1,0.12%
2026-07-10,28,Rohtak,WH,502,1,0.20%
2026-07-10,28,Bhilai,CX,222,1,0.45%
2026-07-10,28,Chandigarh,Pod,5162,63,1.22%
2026-07-10,28,Nagpur,Pod,1512,13,0.86%
2026-07-10,28,Jaipur,Pod,4736,65,1.37%
2026-07-10,28,Ranchi,CX,1357,3,0.22%
2026-07-10,28,Faridabad,CX,1873,9,0.48%
2026-07-10,28,Ludhiana,Sourcing,1629,11,0.68%
2026-07-10,28,Trichy,WH,1225,2,0.16%
2026-07-10,28,Bareilly,Sourcing,266,1,0.38%
2026-07-10,28,Tirupati,WH,1600,2,0.13%
2026-07-10,28,Thanjavur,CX,860,3,0.35%
2026-07-10,28,Mangaluru,Pod,2664,18,0.68%
2026-07-10,28,Thrissur,Sourcing,3071,1,0.03%
2026-07-10,28,Panipat,CX,622,1,0.16%
2026-07-10,28,Siliguri,Sourcing,751,1,0.13%
2026-07-10,28,Pondicherry,Sourcing,1522,3,0.20%
2026-07-10,28,Eluru,Pod,227,3,1.32%
2026-07-10,28,Raipur,WH,909,4,0.44%
2026-07-10,28,Pondicherry,Pod,1522,17,1.12%
2026-07-10,28,Guntur,CX,1597,4,0.25%
2026-07-10,28,Jalandhar,Pod,461,8,1.74%
2026-07-10,28,Ahmedabad,Pod,6008,65,1.08%
2026-07-10,28,Trichy,Pod,1225,6,0.49%
2026-07-10,28,Karur,WH,441,1,0.23%
2026-07-10,28,Pune,WH,22870,4,0.02%
2026-07-10,28,Bilaspur,WH,297,2,0.67%
2026-07-10,28,Gorakhpur,CX,473,1,0.21%
2026-07-10,28,Gwalior,CX,737,1,0.14%
2026-07-10,28,Jabalpur,Sourcing,536,1,0.19%
2026-07-10,28,Nashik,Sourcing,911,2,0.22%
2026-07-10,28,Moradabad,Pod,487,4,0.82%
2026-07-10,28,Kakinada,CX,513,1,0.19%
2026-07-10,28,Amritsar,Pod,537,2,0.37%
2026-07-10,28,Bilaspur,Pod,297,10,3.37%
2026-07-10,28,Mysore,WH,2725,4,0.15%
2026-07-10,28,Lonavla,Pod,120,2,1.67%
2026-07-10,28,Bikaner,Sourcing,205,1,0.49%
2026-07-10,28,Guwahati,Sourcing,1615,4,0.25%
2026-07-10,28,Davanagere,Sourcing,237,2,0.84%
2026-07-10,28,Jamshedpur,Sourcing,1046,4,0.38%
2026-07-10,28,Vijayawada,Sourcing,2523,4,0.16%
2026-07-10,28,Hyderabad,CX,43217,147,0.34%
2026-07-10,28,Raipur,CX,909,5,0.55%
2026-07-10,28,Moradabad,WH,487,2,0.41%
2026-07-10,28,Kurnool,Pod,762,7,0.92%
2026-07-10,28,Raipur,Pod,909,10,1.10%
2026-07-10,28,Kanchipuram,Pod,461,2,0.43%
2026-07-10,28,Muzaffarpur,Sourcing,303,2,0.66%
2026-07-10,28,Bathinda,Sourcing,207,3,1.45%
2026-07-10,28,Nizamabad,Pod,272,2,0.74%
2026-07-10,28,Vizianagaram,Sourcing,203,2,0.99%
2026-07-10,28,Ludhiana,Pod,1629,15,0.92%
2026-07-10,28,Chennai,WH,36372,20,0.06%
2026-07-10,28,Pondicherry,WH,1522,11,0.72%
2026-07-10,28,Khammam,CX,732,5,0.68%
2026-07-10,28,Kochi,WH,11721,1,0.01%
2026-07-10,28,Panipat,Pod,622,4,0.64%
2026-07-10,28,Ambala,Sourcing,406,1,0.25%
2026-07-10,28,Madurai,CX,1533,1,0.07%
2026-07-10,28,Meerut,CX,1064,1,0.09%
2026-07-10,28,Gwalior,Sourcing,737,4,0.54%
2026-07-10,28,Kottayam,Pod,834,4,0.48%
2026-07-10,28,Kochi,Pod,11721,50,0.43%
2026-07-10,28,Anantapur,Sourcing,643,4,0.62%
2026-07-10,28,Gorakhpur,Pod,473,1,0.21%
2026-07-10,28,Bikaner,CX,205,1,0.49%
2026-07-10,28,Agra,CX,391,2,0.51%
2026-07-10,28,Bhubaneswar,CX,5200,16,0.31%
2026-07-10,28,Indore,Pod,2087,15,0.72%
2026-07-10,28,Delhi,Pod,22069,307,1.39%
2026-07-10,28,Khammam,WH,732,1,0.14%
2026-07-10,28,Mysore,CX,2725,4,0.15%
2026-07-10,28,Patiala,Pod,617,4,0.65%
2026-07-10,28,Noida,WH,3923,9,0.23%
2026-07-10,28,Kozhikode,Sourcing,2008,1,0.05%
2026-07-10,28,Tirunelveli,Pod,831,1,0.12%
2026-07-10,28,Bhopal,Pod,1457,21,1.44%
2026-07-10,28,Chandigarh,Sourcing,5162,13,0.25%
2026-07-10,28,Lucknow,CX,3540,3,0.08%
2026-07-10,28,Kollam,Pod,1319,2,0.15%
2026-07-10,28,Ahmedabad,Sourcing,6008,16,0.27%
2026-07-10,28,Kolkata,Pod,13461,173,1.29%
2026-07-10,28,Surat,Pod,1663,11,0.66%
2026-07-10,28,Hyderabad,WH,43217,33,0.08%
2026-07-10,28,Amravati,CX,240,1,0.42%
2026-07-10,28,Tirupur,CX,843,1,0.12%
2026-07-10,28,Meerut,WH,1064,3,0.28%
2026-07-10,28,Rajahmundry,CX,591,2,0.34%
2026-07-10,28,Thrissur,Pod,3071,11,0.36%
2026-07-10,28,Aurangabad,CX,511,4,0.78%
2026-07-10,28,Tirupati,Sourcing,1600,3,0.19%
2026-07-10,28,Coimbatore,Sourcing,3963,7,0.18%
2026-07-10,28,Chandigarh,CX,5162,21,0.41%
2026-07-10,28,Faridabad,Pod,1873,29,1.55%
2026-07-10,28,Kolkata,CX,13461,41,0.30%
2026-07-10,28,Coimbatore,Pod,3963,42,1.06%
2026-07-10,28,Kochi,Sourcing,11721,29,0.25%
2026-07-10,28,Thiruvananthapuram,Sourcing,5911,6,0.10%
2026-07-10,28,Bangalore,Sourcing,78327,233,0.30%
2026-07-10,28,Pune,CX,22870,86,0.38%
2026-07-10,28,Rajkot,Pod,683,5,0.73%
2026-07-10,28,Noida,Pod,3923,66,1.68%
2026-07-10,28,Tirupati,CX,1600,5,0.31%
2026-07-10,28,Tirupati,Pod,1600,10,0.63%
2026-07-10,28,Berhampur,CX,296,1,0.34%
2026-07-10,28,Central Goa,WH,4700,2,0.04%
2026-07-10,28,Amritsar,Sourcing,537,1,0.19%
2026-07-10,28,Mumbai,CX,41340,171,0.41%
2026-07-10,28,Gwalior,Pod,737,8,1.09%
2026-07-10,28,Nellore,,1010,1,0.10%
2026-07-10,28,Sonipat,Sourcing,272,2,0.74%
2026-07-10,28,Patna,Sourcing,3578,13,0.36%
2026-07-10,28,Rajkot,CX,683,1,0.15%
2026-07-10,28,Shivamogga,WH,417,1,0.24%
2026-07-10,28,Bhopal,Sourcing,1457,3,0.21%
2026-07-10,28,Noida 1,Pod,8838,110,1.24%
2026-07-10,28,Siliguri,Pod,751,4,0.53%
2026-07-10,28,Bilaspur,Sourcing,297,2,0.67%
2026-07-10,28,Kota,Pod,198,1,0.51%
2026-07-10,28,Karimnagar,Pod,545,7,1.28%
2026-07-10,28,Kannur,Pod,305,1,0.33%
2026-07-10,28,Meerut,Sourcing,1064,4,0.38%
2026-07-10,28,Kurnool,Sourcing,762,4,0.52%
2026-07-10,28,Thiruvananthapuram,CX,5911,6,0.10%
2026-07-10,28,Mangaluru,WH,2664,4,0.15%
2026-07-10,28,Manipal,CX,995,1,0.10%
2026-07-10,28,Dibrugarh,Pod,365,4,1.10%
2026-07-10,28,Latur,CX,163,1,0.61%
2026-07-10,28,Vellore,WH,1087,1,0.09%
2026-07-10,28,Moradabad,Sourcing,487,3,0.62%
2026-07-10,28,Bhilai,Pod,222,2,0.90%
2026-07-10,28,Ahmedabad,CX,6008,19,0.32%
2026-07-10,28,Udaipur,CX,888,8,0.90%
2026-07-10,28,Vadodara,WH,1403,1,0.07%
2026-07-10,28,Panipat,Sourcing,622,6,0.96%
2026-07-10,28,Hubli,Pod,440,1,0.23%
2026-07-10,28,Lucknow,Pod,3540,21,0.59%
2026-07-10,28,Jalandhar,CX,461,2,0.43%
2026-07-10,28,Mumbai,WH,41340,45,0.11%
2026-07-10,28,Aurangabad,Pod,511,4,0.78%
2026-07-10,28,Kolkata,Sourcing,13461,47,0.35%
2026-07-10,28,Rajahmundry,Pod,591,3,0.51%
2026-07-10,28,Mumbai,Pod,41340,633,1.53%
2026-07-10,28,Tirupur,Pod,843,5,0.59%
2026-07-10,28,Noida 1,CX,8838,20,0.23%
2026-07-10,28,Vadodara,Pod,1403,14,1.00%
2026-07-10,28,Thoothukudi,Pod,786,4,0.51%
2026-07-10,28,Gurgaon,WH,11256,4,0.04%
2026-07-10,28,Latur,Sourcing,163,1,0.61%
2026-07-10,28,Patna,WH,3578,3,0.08%
2026-07-10,28,Thiruvananthapuram,Pod,5911,38,0.64%
2026-07-10,28,Vizag,CX,3212,11,0.34%
2026-07-10,28,Jodhpur,Pod,370,8,2.16%
2026-07-10,28,Central Goa,Sourcing,4700,13,0.28%
2026-07-10,28,Guwahati,Pod,1615,15,0.93%
2026-07-10,28,Kochi,CX,11721,13,0.11%
2026-07-10,28,Madurai,WH,1533,6,0.39%
2026-07-10,28,Karimnagar,CX,545,3,0.55%
2026-07-10,28,Nellore,Sourcing,1010,3,0.30%
2026-07-10,28,Cuttack,Sourcing,759,1,0.13%
2026-07-10,28,Trichy,CX,1225,1,0.08%
2026-07-10,28,Silchar,CX,586,2,0.34%
2026-07-10,28,Varanasi,WH,1154,1,0.09%
2026-07-10,28,Sri Ganganagar,WH,431,1,0.23%
2026-07-10,28,Shivamogga,Pod,417,4,0.96%
2026-07-10,28,Tirunelveli,CX,831,1,0.12%
2026-07-10,28,Vijayawada,CX,2523,7,0.28%
2026-07-10,28,Sri Ganganagar,Sourcing,431,2,0.46%
2026-07-10,28,Pune,Sourcing,22870,48,0.21%
2026-07-10,28,Noida 1,Sourcing,8838,48,0.54%
2026-07-10,28,Nagpur,WH,1512,2,0.13%
2026-07-10,28,Sri Ganganagar,Pod,431,3,0.70%
2026-07-10,28,Kanchipuram,WH,461,1,0.22%
2026-07-10,28,Berhampur,Pod,296,2,0.68%
2026-07-10,28,Ambala,Pod,406,7,1.72%
2026-07-10,28,Tumakuru,CX,440,1,0.23%
2026-07-10,28,Guntur,Pod,1597,12,0.75%
2026-07-10,28,Vellore,Sourcing,1087,1,0.09%
2026-07-10,28,Cuttack,Pod,759,3,0.40%
2026-07-10,28,Khammam,Pod,732,5,0.68%
2026-07-10,28,Hyderabad,Sourcing,43217,92,0.21%
2026-07-10,28,Ongole,Pod,345,1,0.29%
2026-07-10,28,Roorkee,WH,331,1,0.30%
2026-07-10,28,Eluru,CX,227,1,0.44%
2026-07-10,28,Mathura,CX,307,1,0.33%
2026-07-10,28,Jaipur,CX,4736,31,0.65%
2026-07-10,28,Surat,CX,1663,10,0.60%
2026-07-10,28,Thiruvananthapuram,WH,5911,1,0.02%
2026-07-10,28,Kozhikode,WH,2008,1,0.05%
2026-07-10,28,Mangaluru,Sourcing,2664,8,0.30%
2026-07-10,28,Siliguri,WH,751,1,0.13%
2026-07-10,28,Vizag,Sourcing,3212,5,0.16%
2026-07-10,28,Patiala,Sourcing,617,2,0.32%
2026-07-10,28,Varanasi,CX,1154,2,0.17%
2026-07-10,28,Thoothukudi,CX,786,1,0.13%
2026-07-10,28,Nagercoil,Pod,559,6,1.07%
2026-07-10,28,Kanpur,Sourcing,788,5,0.63%
2026-07-10,28,Saharanpur,Sourcing,185,1,0.54%
2026-07-10,28,Thanjavur,Pod,860,1,0.12%
2026-07-10,28,Kurnool,WH,762,1,0.13%
2026-07-10,28,Nellore,WH,1010,2,0.20%
2026-07-10,28,Vizag,WH,3212,4,0.12%
2026-07-10,28,Raipur,Sourcing,909,2,0.22%
2026-07-10,28,Bhopal,CX,1457,5,0.34%
2026-07-10,28,Jaipur,Sourcing,4736,13,0.27%
2026-07-10,28,Chandigarh,WH,5162,2,0.04%
2026-07-10,28,Indore,,2087,1,0.05%
2026-07-10,28,Palakkad,Pod,694,5,0.72%
2026-07-10,28,Mumbai,Sourcing,41340,62,0.15%
2026-07-10,28,Cuddalore,,145,2,1.38%
2026-07-10,28,Chennai,Sourcing,36372,113,0.31%
2026-07-10,28,Kanpur,Pod,788,6,0.76%
2026-07-10,28,Vellore,CX,1087,1,0.09%
2026-07-10,28,Guntur,Sourcing,1597,4,0.25%
2026-07-10,28,Gurgaon,Sourcing,11256,16,0.14%
2026-07-10,28,Delhi,WH,22069,17,0.08%
2026-07-10,28,Karnal,Pod,231,2,0.87%
2026-07-10,28,Ranchi,WH,1357,1,0.07%
2026-07-10,28,Trichy,Sourcing,1225,1,0.08%
2026-07-10,28,Jabalpur,CX,536,1,0.19%
2026-07-10,28,Varanasi,Pod,1154,9,0.78%
2026-07-10,28,Kottayam,Sourcing,834,1,0.12%
2026-07-10,28,Udaipur,Sourcing,888,1,0.11%
2026-07-10,28,Jamshedpur,CX,1046,1,0.10%
2026-07-10,28,Vizianagaram,CX,203,1,0.49%
2026-07-10,28,Lucknow,WH,3540,2,0.06%
2026-07-10,28,Allahabad,Sourcing,384,1,0.26%
2026-07-10,28,Vijayawada,WH,2523,2,0.08%
2026-07-10,28,Hyderabad,Pod,43217,385,0.89%
2026-07-10,28,Aurangabad,Sourcing,511,4,0.78%
2026-07-10,28,Kakinada,Pod,513,1,0.19%
2026-07-10,28,Manipal,Sourcing,995,1,0.10%
2026-07-10,28,Noida 1,WH,8838,18,0.20%
2026-07-10,28,Dehradun,WH,1755,1,0.06%
2026-07-10,28,Erode,Pod,513,3,0.58%
2026-07-10,28,Jodhpur,CX,370,2,0.54%
2026-07-10,28,Anantapur,Pod,643,4,0.62%
2026-07-10,28,Agra,Pod,391,7,1.79%
2026-07-10,28,Roorkee,CX,331,2,0.60%
2026-07-10,28,Delhi,Sourcing,22069,66,0.30%
2026-07-10,28,Bangalore,Pod,78327,526,0.67%
2026-07-10,28,Ajmer,Sourcing,357,3,0.84%
2026-07-10,28,Vizag,Pod,3212,30,0.93%
2026-07-10,28,Chennai,Pod,36372,388,1.07%
2026-07-10,28,Rohtak,Pod,502,7,1.39%
2026-07-10,28,Aligarh,Pod,352,2,0.57%
2026-07-10,28,Jalandhar,Sourcing,461,1,0.22%
2026-07-10,28,Amravati,Pod,240,2,0.83%
2026-07-10,28,Delhi,CX,22069,75,0.34%
2026-07-10,28,Thrissur,CX,3071,3,0.10%
2026-07-10,28,Bhubaneswar,Pod,5200,38,0.73%
2026-07-10,28,Manipal,Pod,995,6,0.60%
2026-07-10,28,Rajahmundry,Sourcing,591,1,0.17%
2026-07-10,28,Aligarh,Sourcing,352,3,0.85%
2026-07-10,28,Faridabad,Sourcing,1873,6,0.32%
2026-07-10,28,Coimbatore,CX,3963,11,0.28%
2026-07-10,28,Mangaluru,CX,2664,2,0.08%
2026-07-10,28,Vizianagaram,Pod,203,1,0.49%
2026-07-10,28,Vellore,Pod,1087,3,0.28%
2026-07-10,28,Shivamogga,CX,417,3,0.72%
2026-07-10,28,Karimnagar,Sourcing,545,1,0.18%
2026-07-10,28,Muzaffarpur,WH,303,1,0.33%
2026-07-10,28,Mysore,Pod,2725,12,0.44%
2026-07-10,28,Gurgaon,Pod,11256,154,1.37%
2026-07-10,28,Lucknow,Sourcing,3540,4,0.11%
2026-07-10,28,Central Goa,CX,4700,10,0.21%
2026-07-10,28,Bhubaneswar,Sourcing,5200,14,0.27%
2026-07-10,28,Nanded,Pod,167,2,1.20%
2026-07-10,28,Central Goa,Pod,4700,23,0.49%
2026-07-10,28,Indore,Sourcing,2087,11,0.53%
2026-07-10,28,Patna,Pod,3578,55,1.54%
2026-07-10,28,Anand,Pod,202,3,1.49%
2026-07-10,28,Dibrugarh,CX,365,4,1.10%
2026-07-10,28,Ludhiana,WH,1629,2,0.12%
2026-07-10,28,Ajmer,Pod,357,1,0.28%
2026-07-10,28,Vapi,Sourcing,682,1,0.15%
2026-07-10,28,Nashik,Pod,911,15,1.65%
2026-07-10,28,Ranchi,Sourcing,1357,3,0.22%
2026-07-10,28,Bilaspur,CX,297,8,2.69%
2026-07-10,28,Vijayawada,Pod,2523,20,0.79%
2026-07-10,28,Agra,Sourcing,391,2,0.51%
2026-07-10,28,Silchar,Pod,586,4,0.68%
2026-07-10,28,Jamshedpur,Pod,1046,7,0.67%
2026-07-10,28,Dehradun,CX,1755,9,0.51%
2026-07-10,28,Warangal,Pod,1318,16,1.21%
2026-07-10,28,Belgaum,Pod,470,1,0.21%
2026-07-10,28,Anand,Sourcing,202,1,0.50%
2026-07-10,28,Nashik,WH,911,1,0.11%
2026-07-10,28,Kakinada,Sourcing,513,1,0.19%
2026-07-10,28,Karnal,Sourcing,231,1,0.43%
2026-07-10,28,Salem,Pod,1126,6,0.53%
2026-07-10,28,Cuttack,CX,759,2,0.26%
2026-07-10,28,Vadodara,CX,1403,2,0.14%
2026-07-10,28,Nashik,CX,911,1,0.11%
2026-07-10,28,Warangal,CX,1318,4,0.30%
2026-07-10,28,Gurgaon,CX,11256,29,0.26%
2026-07-10,28,Thiruvalla,Pod,883,3,0.34%
2026-07-10,28,Vapi,Pod,682,6,0.88%
2026-07-10,28,Mathura,WH,307,2,0.65%
2026-07-10,28,Anantapur,WH,643,1,0.16%
2026-07-10,28,Panipat,WH,622,1,0.16%
2026-07-11,28,Guntur,CX,1736,8,0.46%
2026-07-11,28,Moradabad,WH,459,3,0.65%
2026-07-11,28,Bikaner,Pod,226,4,1.77%
2026-07-11,28,Amravati,Sourcing,218,4,1.83%
2026-07-11,28,Ahmedabad,WH,6278,2,0.03%
2026-07-11,28,Rajkot,Pod,771,5,0.65%
2026-07-11,28,Thiruvallur,Sourcing,390,1,0.26%
2026-07-11,28,Kurnool,WH,776,2,0.26%
2026-07-11,28,Mangaluru,WH,2640,1,0.04%
2026-07-11,28,Ambala,Sourcing,429,1,0.23%
2026-07-11,28,Muzaffarpur,Sourcing,298,1,0.34%
2026-07-11,28,Nizamabad,Sourcing,211,1,0.47%
2026-07-11,28,Kurnool,CX,776,1,0.13%
2026-07-11,28,Cuttack,Pod,744,5,0.67%
2026-07-11,28,Tirupati,Sourcing,1623,5,0.31%
2026-07-11,28,Gwalior,Sourcing,701,6,0.86%
2026-07-11,28,Nashik,Pod,1076,16,1.49%
2026-07-11,28,Bhilai,Pod,219,2,0.91%
2026-07-11,28,Hyderabad,CX,44959,171,0.38%
2026-07-11,28,Sri Ganganagar,Pod,448,4,0.89%
2026-07-11,28,Thiruvalla,Pod,975,1,0.10%
2026-07-11,28,Surat,WH,1210,1,0.08%
2026-07-11,28,Palakkad,Pod,732,6,0.82%
2026-07-11,28,Nagpur,Pod,1407,12,0.85%
2026-07-11,28,Bathinda,Sourcing,238,4,1.68%
2026-07-11,28,Indore,Pod,2093,21,1.00%
2026-07-11,28,Raipur,CX,995,12,1.21%
2026-07-11,28,Siliguri,Pod,779,4,0.51%
2026-07-11,28,Karimnagar,CX,526,1,0.19%
2026-07-11,28,Patiala,Pod,589,4,0.68%
2026-07-11,28,Panipat,CX,612,1,0.16%
2026-07-11,28,Nagercoil,Pod,628,1,0.16%
2026-07-11,28,Kozhikode,Pod,2174,8,0.37%
2026-07-11,28,Meerut,CX,969,3,0.31%
2026-07-11,28,Nizamabad,Pod,211,2,0.95%
2026-07-11,28,Ranchi,Pod,1433,16,1.12%
2026-07-11,28,Faridabad,Sourcing,2089,11,0.53%
2026-07-11,28,Central Goa,Pod,4887,33,0.68%
2026-07-11,28,Nashik,Sourcing,1076,6,0.56%
2026-07-11,28,Hyderabad,Pod,44959,416,0.93%
2026-07-11,28,Jaipur,CX,4878,26,0.53%
2026-07-11,28,Jabalpur,CX,547,2,0.37%
2026-07-11,28,Kollam,Pod,1490,6,0.40%
2026-07-11,28,Thiruvallur,CX,390,13,3.33%
2026-07-11,28,Vadodara,Sourcing,1565,3,0.19%
2026-07-11,28,Rajkot,WH,771,1,0.13%
2026-07-11,28,Jaipur,WH,4878,2,0.04%
2026-07-11,28,Bangalore,Sourcing,85867,285,0.33%
2026-07-11,28,Delhi,Pod,24854,374,1.50%
2026-07-11,28,Bareilly,CX,329,1,0.30%
2026-07-11,28,Vizianagaram,CX,192,3,1.56%
2026-07-11,28,Thrissur,Pod,3581,13,0.36%
2026-07-11,28,Kochi,Sourcing,12920,20,0.15%
2026-07-11,28,Patna,CX,3624,7,0.19%
2026-07-11,28,Aurangabad,Sourcing,565,6,1.06%
2026-07-11,28,Tirunelveli,Sourcing,938,1,0.11%
2026-07-11,28,Gurgaon,WH,13401,13,0.10%
2026-07-11,28,Delhi,CX,24854,81,0.33%
2026-07-11,28,Erode,Sourcing,605,3,0.50%
2026-07-11,28,Sri Ganganagar,WH,448,2,0.45%
2026-07-11,28,Bhubaneswar,Pod,6006,48,0.80%
2026-07-11,28,Guwahati,CX,1599,4,0.25%
2026-07-11,28,Muzaffarpur,Pod,298,9,3.02%
2026-07-11,28,Silchar,Pod,687,4,0.58%
2026-07-11,28,Gwalior,Pod,701,4,0.57%
2026-07-11,28,Nellore,Pod,1025,12,1.17%
2026-07-11,28,Ongole,Sourcing,304,1,0.33%
2026-07-11,28,Thoothukudi,Pod,814,9,1.11%
2026-07-11,28,Rajkot,Sourcing,771,2,0.26%
2026-07-11,28,Tirupur,CX,833,9,1.08%
2026-07-11,28,Noida,Pod,4266,86,2.02%
2026-07-11,28,Vapi,Pod,698,4,0.57%
2026-07-11,28,Guntur,Pod,1736,21,1.21%
2026-07-11,28,Nagpur,CX,1407,7,0.50%
2026-07-11,28,Saharanpur,Pod,154,1,0.65%
2026-07-11,28,Thoothukudi,CX,814,1,0.12%
2026-07-11,28,Rudrapur,Pod,176,1,0.57%
2026-07-11,28,Jodhpur,Pod,405,4,0.99%
2026-07-11,28,Jamshedpur,Sourcing,1188,4,0.34%
2026-07-11,28,Bhopal,WH,1619,1,0.06%
2026-07-11,28,Kanchipuram,Pod,542,4,0.74%
2026-07-11,28,Kolkata,,14389,1,0.01%
2026-07-11,28,Shivamogga,Sourcing,428,1,0.23%
2026-07-11,28,Jalandhar,CX,435,3,0.69%
2026-07-11,28,Gorakhpur,Pod,507,1,0.20%
2026-07-11,28,Kolkata,Pod,14389,190,1.32%
2026-07-11,28,Bhopal,Pod,1619,13,0.80%
2026-07-11,28,Delhi,Sourcing,24854,75,0.30%
2026-07-11,28,Erode,CX,605,2,0.33%
2026-07-11,28,Bhimavaram,Pod,174,2,1.15%
2026-07-11,28,Kollam,Sourcing,1490,1,0.07%
2026-07-11,28,Tirupur,Sourcing,833,2,0.24%
2026-07-11,28,Erode,WH,605,1,0.17%
2026-07-11,28,Kannur,WH,313,1,0.32%
2026-07-11,28,Chandigarh,Sourcing,5771,19,0.33%
2026-07-11,28,Pondicherry,Sourcing,1698,3,0.18%
2026-07-11,28,Mumbai,WH,44521,65,0.15%
2026-07-11,28,Bangalore,Pod,85867,694,0.81%
2026-07-11,28,Karnal,Pod,240,2,0.83%
2026-07-11,28,Ludhiana,Pod,1516,7,0.46%
2026-07-11,28,Indore,CX,2093,12,0.57%
2026-07-11,28,Alappuzha,Sourcing,568,1,0.18%
2026-07-11,28,Indore,Sourcing,2093,8,0.38%
2026-07-11,28,Nanded,Sourcing,162,1,0.62%
2026-07-11,28,Kakinada,Sourcing,567,1,0.18%
2026-07-11,28,Chennai,Sourcing,37637,129,0.34%
2026-07-11,28,Palakkad,WH,732,2,0.27%
2026-07-11,28,Mangaluru,Pod,2640,13,0.49%
2026-07-11,28,Lucknow,Pod,3210,21,0.65%
2026-07-11,28,Aligarh,Pod,357,3,0.84%
2026-07-11,28,Pondicherry,WH,1698,1,0.06%
2026-07-11,28,Erode,Pod,605,3,0.50%
2026-07-11,28,Trichy,Pod,1405,11,0.78%
2026-07-11,28,Khammam,CX,680,1,0.15%
2026-07-11,28,Patiala,Sourcing,589,2,0.34%
2026-07-11,28,Amritsar,CX,558,1,0.18%
2026-07-11,28,Dehradun,CX,1881,11,0.58%
2026-07-11,28,Kolkata,Sourcing,14389,72,0.50%
2026-07-11,28,Mysore,CX,2764,6,0.22%
2026-07-11,28,Bathinda,CX,238,2,0.84%
2026-07-11,28,Vizag,Pod,3460,38,1.10%
2026-07-11,28,Karnal,CX,240,2,0.83%
2026-07-11,28,Tumakuru,Pod,508,1,0.20%
2026-07-11,28,Vizag,WH,3460,3,0.09%
2026-07-11,28,Udaipur,Pod,957,11,1.15%
2026-07-11,28,Jodhpur,Sourcing,405,3,0.74%
2026-07-11,28,Pondicherry,Pod,1698,7,0.41%
2026-07-11,28,Kanpur,CX,780,2,0.26%
2026-07-11,28,Lonavla,Pod,180,1,0.56%
2026-07-11,28,Bangalore,CX,85867,153,0.18%
2026-07-11,28,Gwalior,WH,701,2,0.29%
2026-07-11,28,Mathura,Pod,246,4,1.63%
2026-07-11,28,Madurai,Sourcing,1829,4,0.22%
2026-07-11,28,Chennai,,37637,1,0.00%
2026-07-11,28,Vizianagaram,Pod,192,4,2.08%
2026-07-11,28,Cuttack,CX,744,2,0.27%
2026-07-11,28,Tirupati,Pod,1623,9,0.55%
2026-07-11,28,Mangaluru,CX,2640,3,0.11%
2026-07-11,28,Mangaluru,Sourcing,2640,4,0.15%
2026-07-11,28,Ranchi,CX,1433,5,0.35%
2026-07-11,28,Kurnool,Sourcing,776,2,0.26%
2026-07-11,28,Shivamogga,CX,428,1,0.23%
2026-07-11,28,Dehradun,Sourcing,1881,5,0.27%
2026-07-11,28,Trichy,WH,1405,2,0.14%
2026-07-11,28,Warangal,Pod,1395,8,0.57%
2026-07-11,28,Ludhiana,CX,1516,2,0.13%
2026-07-11,28,Faridabad,CX,2089,15,0.72%
